,CityState,Impressions,CPC,CTR,Cost
6553,"WASHINGTON, IA",0.23,24.0,0.027,0.15
6554,"WESTWOOD, NJ",0.23,13.6,0.014,0.04
6555,"SARCOXIE, MO",0.23,52.77,0.105,1.26
6556,"WETUMKA, OK",0.23,2.38,0.053,0.03
6557,"VINEMONT, AL",0.23,3.98,0.023,0.02
6558,"SOMERSET, OH",0.23,13.02,0.025,0.08
6559,"SHELBYVILLE, MO",0.23,15.13,0.013,0.04
6560,"WEWOKA, OK",0.23,14.24,0.029,0.09
6561,"VINITA, OK",0.23,66.25,0.06,0.91
6562,"RHOADESVILLE, VA",0.23,13.89,0.041,0.13
6563,"WOOD RIVER, IL",0.23,6.79,0.012,0.02
6564,"WEYAUWEGA, WI",0.23,2.76,0.083,0.05
6565,"RICHWOOD, OH",0.23,4.0,0.062,0.06
6566,"SPRINGDALE, WA",0.23,29.2,0.035,0.23
6567,"WEST NEWTON, PA",0.23,1.39,0.033,0.01
6568,"WAUCHULA, FL",0.23,8.93,0.034,0.07
6569,"TRURO, IA",0.23,2.08,0.043,0.02
6570,"WAUCONDA, IL",0.23,6.62,0.028,0.04
6571,"TARBORO, NC",0.23,6.65,0.045,0.07
6572,"SEMINOLE, OK",0.23,2.77,0.044,0.03
6573,"WASHINGTON, NC",0.23,9.83,0.024,0.05
6574,"ULLIN, IL",0.23,1.37,0.073,0.02
6575,"WADING RIVER, NY",0.23,12.62,0.046,0.13
6576,"SCHNECKSVILLE, PA",0.23,5.87,0.046,0.06
6577,"SPARTA, MO",0.23,3.67,0.022,0.02
6578,"SCOTTDALE, PA",0.23,9.52,0.029,0.06
6579,"SAUKVILLE, WI",0.23,3.21,0.105,0.08
6580,"WHEATLAND, IA",0.23,25.34,0.041,0.24
6581,"WRIGHT CITY, MO",0.23,11.28,0.016,0.04
6582,"UNICOI, TN",0.23,15.32,0.092,0.32
6583,"WRIGHTSVILLE BEACH, NC",0.23,4.98,0.041,0.05
6584,"REXFORD, NY",0.23,3.56,0.049,0.04
6585,"WURTSBORO, NY",0.23,18.52,0.075,0.32
6586,"SANDWICH, IL",0.23,2.42,0.083,0.05
6587,"SALISBURY, NH",0.23,6.93,0.018,0.03
6588,"SULLIVAN, MO",0.23,7.2,0.051,0.08
6589,"STORM LAKE, IA",0.23,13.3,0.039,0.12
6590,"UNION CITY, TN",0.23,7.72,0.044,0.08
6591,"ROOTSTOWN, OH",0.23,12.59,0.041,0.12
6592,"WHITE CENTER, WA",0.23,25.01,0.097,0.55
6593,"TOWN AND COUNTRY, MO",0.23,3.17,0.049,0.04
6594,"SPRINGVILLE, AL",0.23,63.57,0.078,1.12
6595,"WALLACE, NC",0.23,2.46,0.06,0.03
6596,"WHITE HAVEN, PA",0.23,6.65,0.03,0.04
6597,"TELLURIDE, CO",0.23,11.07,0.04,0.1
6598,"WEST HAVEN, UT",0.23,11.17,0.066,0.17
6599,"STEWARTSVILLE, MO",0.23,3.7,0.102,0.09
6600,"SPRING VALLEY, IL",0.23,5.12,0.044,0.05
6601,"STERLING, IL",0.23,8.53,0.033,0.06
6602,"UNION POINT, GA",0.23,87.04,0.067,1.29
6603,"SPRING GROVE, IL",0.23,9.22,0.014,0.03
6604,"WHITE OAK, OH",0.23,5.52,0.072,0.09
6605,"ROCK VALLEY, IA",0.23,2.93,0.093,0.06
6606,"SENECA, IL",0.23,45.35,0.043,0.44
6607,"YUMA, CO",0.23,18.79,0.039,0.16
6608,"SPRING VALLEY, OH",0.23,3.57,0.041,0.03
6609,"WARM SPRINGS, GA",0.23,15.92,0.021,0.07
6610,"SENECA, KS",0.23,8.9,0.019,0.04
6611,"SPRING HOPE, NC",0.23,0.07,0.17,0.0
6612,"WHITE SALMON, WA",0.23,7.78,0.021,0.04
6613,"WINCHESTER, NH",0.23,0.97,0.029,0.01
6614,"WHITE STONE, VA",0.23,9.24,0.02,0.04
6615,"SWANNANOA, NC",0.23,11.1,0.038,0.09
6616,"SUMITON, AL",0.23,22.48,0.028,0.14
6617,"RIVERTON, UT",0.23,3.76,0.04,0.03
6618,"WAUPACA, WI",0.23,6.47,0.013,0.02
6619,"WEATHERLY, PA",0.23,2.77,0.151,0.09
6620,"WAUPUN, WI",0.23,6.52,0.016,0.02
6621,"WINDHAM, OH",0.23,24.56,0.026,0.14
6622,"WHITEHALL, MI",0.23,1.08,0.072,0.02
6623,"SWIFTWATER, PA",0.23,18.39,0.036,0.15
6624,"SILT, CO",0.23,1.31,0.085,0.03
6625,"SOUTH WEBER, UT",0.23,23.17,0.037,0.2
6626,"SOUTH BAY, FL",0.23,28.75,0.019,0.12
6627,"WINDSOR, IL",0.23,2.49,0.021,0.01
6628,"REEDSBURG, WI",0.23,2.28,0.081,0.04
6629,"SHARON, CT",0.23,3.77,0.04,0.03
6630,"SALVISA, KY",0.23,7.83,0.017,0.03
6631,"WASHINGTON, GA",0.23,12.98,0.032,0.09
6632,"SENECAVILLE, OH",0.23,4.4,0.045,0.04
6633,"SANTAQUIN, UT",0.23,0.98,0.102,0.02
6634,"WHITESTOWN, IN",0.23,13.38,0.053,0.16
6635,"WEBSTER CITY, IA",0.23,2.38,0.08,0.04
6636,"SUMMERTON, SC",0.23,2.89,0.039,0.03
6637,"VERONA, NY",0.23,2.77,0.035,0.02
6638,"ROEBUCK, SC",0.23,3.46,0.022,0.02
6639,"SHARPSVILLE, PA",0.23,0.63,0.088,0.01
6640,"WAUTOMA, WI",0.23,29.98,0.04,0.27
6641,"VEVAY, IN",0.23,3.84,0.038,0.03
6642,"SERGEANT BLUFF, IA",0.23,1.99,0.076,0.03
6643,"TABOR CITY, NC",0.23,15.77,0.006,0.02
6644,"WHITING, IN",0.23,3.32,0.02,0.02
6645,"SHOREWOOD, WI",0.23,6.76,0.016,0.02
6646,"ROCHELLE, IL",0.23,11.64,0.02,0.05
6647,"SEABROOK ISLAND, SC",0.23,12.61,0.067,0.19
6648,"SAINT MATTHEWS, SC",0.23,5.0,0.029,0.03
6649,"SMITHS CREEK, MI",0.23,12.1,0.013,0.03
6650,"STAFFORD, CT",0.23,17.46,0.007,0.03
6651,"SHEFFIELD, AL",0.23,8.23,0.037,0.07
6652,"SALYERSVILLE, KY",0.23,13.27,0.044,0.13
6653,"WINTER PARK, CO",0.23,1.75,0.08,0.03
6654,"RITZVILLE, WA",0.23,7.76,0.072,0.13
6655,"THOMASVILLE, AL",0.23,2.32,0.071,0.04
6656,"THOMAS, WV",0.23,3.73,0.084,0.07
6657,"WEDOWEE, AL",0.23,13.56,0.014,0.04
6658,"SAINT PARIS, OH",0.23,1.21,0.096,0.03
6659,"WINTERVILLE, GA",0.23,13.49,0.011,0.03
6660,"SUN VALLEY, ID",0.23,9.32,0.017,0.04
6661,"SARATOGA SPRINGS, UT",0.23,10.92,0.106,0.26
6662,"STALLINGS, NC",0.23,58.97,0.016,0.22
6663,"TALLASSEE, AL",0.23,16.22,0.051,0.19
6664,"SOUTH FULTON, TN",0.23,6.9,0.021,0.03
6665,"VILLISCA, IA",0.23,3.19,0.026,0.02
6666,"ROXBURY, CT",0.23,4.56,0.032,0.03
6667,"ROCKAWAY, NJ",0.23,4.35,0.013,0.01
6668,"UPPER SANDUSKY, OH",0.23,13.61,0.035,0.11
6669,"STAUNTON, IL",0.23,35.17,0.033,0.26
6670,"UPTON, KY",0.23,13.24,0.021,0.06
6671,"WISHRAM, WA",0.23,2.48,0.085,0.05
6672,"WAVERLY, VA",0.23,3.22,0.102,0.07
6673,"RICH HILL, MO",0.23,4.91,0.014,0.02
6674,"SEWANEE, TN",0.23,11.11,0.012,0.03
6675,"WOLCOTT, IN",0.23,7.82,0.027,0.05
6676,"ROCKINGHAM, NC",0.23,11.08,0.032,0.08
6677,"TRENTON, MO",0.23,2.21,0.045,0.02
6678,"URBANDALE, IA",0.23,15.3,0.014,0.05
6679,"SAINT BERNARD, LA",0.23,4.56,0.037,0.04
6680,"UTICA, MI",0.23,2.25,0.052,0.03
6681,"SAINT JACOB, IL",0.23,4.48,0.026,0.03
6682,"SAN ANTONIO, FL",0.23,6.06,0.024,0.03
6683,"VIRGIN, UT",0.23,1.57,0.068,0.02
6684,"SMITHVILLE, OH",0.23,8.82,0.069,0.14
6685,"TAMMS, IL",0.23,15.28,0.027,0.1
6686,"SCHOOLCRAFT, MI",0.23,5.73,0.022,0.03
6687,"WOODBURN, IN",0.23,9.04,0.019,0.04
6688,"TOBACCOVILLE, NC",0.23,10.11,0.051,0.12
6689,"VIROQUA, WI",0.23,11.45,0.012,0.03
6690,"WILLIAMS BAY, WI",0.23,1.47,0.047,0.02
6691,"SAUGERTIES, NY",0.23,4.4,0.027,0.03
6692,"SPRINGDALE, UT",0.23,16.45,0.011,0.04
6693,"VOORHEESVILLE, NY",0.23,4.42,0.041,0.04
6694,"WILLIAMSBURG, KY",0.23,1.85,0.065,0.03
6695,"WOODLAKE, VA",0.23,15.84,0.01,0.04
6696,"WAYNE, IL",0.23,6.28,0.038,0.05
6697,"SAUK CITY, WI",0.23,11.61,0.013,0.03
6698,"STANDISH, MI",0.23,16.08,0.044,0.16
6699,"SKIDAWAY ISLAND, GA",0.23,18.87,0.061,0.26
6700,"SUNMAN, IN",0.23,11.64,0.028,0.07
6701,"RIDGE MANOR, FL",0.23,44.07,0.043,0.43
6702,"SUNNY ISLES BEACH, FL",0.23,40.9,0.041,0.38
6703,"WOODS CROSS, UT",0.23,20.49,0.059,0.27
6704,"WILLIAMSPORT, OH",0.23,3.52,0.046,0.04
6705,"STONY RUN, PA",0.23,12.52,0.024,0.07
6706,"RIVERTON, IL",0.23,13.4,0.005,0.01
6707,"WADLEY, AL",0.23,36.98,0.046,0.39
6708,"VAIL, CO",0.23,10.21,0.017,0.04
6709,"WAGONER, OK",0.23,3.12,0.042,0.03
6710,"TOLEDO, IL",0.23,14.03,0.026,0.08
6711,"TRYON, NC",0.23,1.29,0.071,0.02
6712,"ROYAL CENTER, IN",0.23,2.45,0.106,0.06
6713,"WAHPETON, , ND",0.23,2.02,0.068,0.03
6714,"ROCHESTER, MI",0.23,14.29,0.02,0.06
6715,"WELLSBURG, WV",0.23,2.06,0.055,0.03
6716,"SAINT STEPHEN, SC",0.23,4.79,0.045,0.05
6717,"SPENCER, IN",0.23,2.68,0.057,0.03
6718,"SANTA CLAUS, IN",0.23,1.71,0.032,0.01
6719,"SPENCER, IA",0.23,0.74,0.078,0.01
6720,"SUPERIOR, CO",0.23,18.8,0.038,0.16
6721,"RIVERDALE, NJ",0.23,1.42,0.06,0.02
6722,"VALLEY CITY, OH",0.23,12.95,0.056,0.17
6723,"WELLSVILLE, KS",0.23,72.97,0.045,0.75
6724,"WILLISTON, FL",0.23,3.92,0.026,0.02
6725,"WAKARUSA, IN",0.23,8.99,0.024,0.05
6726,"VALLEY COTTAGE, NY",0.23,10.71,0.073,0.18
6727,"ROCK PORT, MO",0.23,2.08,0.015,0.01
6728,"TOLEDO, IA",0.23,2.97,0.053,0.04
6729,"WAKEFIELD, MI",0.23,1.4,0.06,0.02
6730,"ROANOKE, IN",0.23,10.07,0.016,0.04
6731,"WYNCOTE, PA",0.23,62.58,0.019,0.27
6732,"SALUDA, NC",0.23,4.13,0.026,0.02
6733,"STEILACOOM, WA",0.23,2.59,0.075,0.04
6734,"SHIPSHEWANA, IN",0.23,25.42,0.056,0.32
6735,"SPIRIT LAKE, ID",0.23,2.33,0.05,0.03
6736,"SURF CITY, NC",0.23,6.28,0.022,0.03
6737,"SPIRO, OK",0.23,11.48,0.063,0.16
6738,"WASHINGTON, CT",0.23,7.04,0.076,0.12
6739,"SHERIDAN, IL",0.23,6.04,0.046,0.06
6740,"SURFSIDE, FL",0.23,16.31,0.014,0.05
6741,"TEKONSHA, MI",0.23,11.01,0.061,0.15
6742,"SOUTH MILWAUKEE, WI",0.23,2.96,0.034,0.02
6743,"SIDELL, IL",0.23,31.24,0.015,0.11
6744,"VALMEYER, IL",0.23,17.14,0.028,0.11
6745,"SPOTSWOOD, NJ",0.23,4.9,0.102,0.11
6746,"STANHOPE, NJ",0.23,2.19,0.045,0.02
6747,"SLATER, MO",0.23,2.73,0.046,0.03
6748,"TROY, ID",0.23,16.63,0.017,0.06
6749,"YORK SPRINGS, PA",0.23,18.1,0.018,0.07
6750,"WARSAW, NY",0.23,17.89,0.033,0.13
6751,"WERNERSVILLE, PA",0.23,17.29,0.021,0.08
6752,"SAN CARLOS PARK, FL",0.23,4.24,0.039,0.04
6753,"SAVOY, IL",0.23,3.98,0.039,0.04
6754,"RICHMOND, RI",0.23,5.96,0.02,0.03
6755,"SPRAKERS, NY",0.23,19.29,0.026,0.11
6756,"RUBICON, WI",0.23,2.63,0.056,0.03
6757,"STERLING, CO",0.23,12.73,0.02,0.06
6758,"VAN WERT, OH",0.23,23.97,0.032,0.17
6759,"RIVERDALE, UT",0.23,21.77,0.058,0.29
6760,"RUCKERSVILLE, VA",0.23,2.04,0.2,0.09
6761,"SCAMMON, KS",0.23,29.19,0.016,0.1
6762,"SMITHFIELD, UT",0.23,6.59,0.013,0.02
6763,"WANAQUE, NJ",0.23,6.35,0.025,0.04
6764,"RUGBY, , ND",0.23,2.74,0.048,0.03
6765,"SPRING GROVE, PA",0.23,7.45,0.024,0.04
6766,"VANDALIA, OH",0.23,3.32,0.032,0.02
6767,"WEST ALLIS, WI",0.23,1.83,0.075,0.03
6768,"TROY, MO",0.23,11.33,0.041,0.11
6769,"STOUGHTON, WI",0.23,3.49,0.063,0.05
6770,"THREE LAKES, FL",0.23,11.56,0.031,0.08
6771,"TERRACE PARK, OH",0.23,3.55,0.031,0.02
6772,"VARNVILLE, SC",0.23,10.23,0.032,0.07
6773,"ZEBULON, GA",0.23,19.56,0.011,0.05
6774,"SCOTTVILLE, MI",0.23,7.04,0.022,0.04
6775,"SPRINGVILLE, IA",0.23,10.45,0.016,0.04
6776,"VASHON, WA",0.23,4.18,0.035,0.03
6777,"STERLING, MI",0.23,4.33,0.046,0.04
6778,"SWAN QUARTER, NC",0.23,1.57,0.088,0.03
6779,"SNOW HILL, NC",0.23,14.78,0.156,0.52
6780,"VEEDERSBURG, IN",0.23,10.03,0.045,0.1
6781,"WAYNESBORO, GA",0.23,72.68,0.041,0.67
6782,"WASHINGTONVILLE, OH",0.23,8.44,0.041,0.08
6783,"SEYMOUR, WI",0.23,3.83,0.067,0.06
6784,"SYLVANIA, GA",0.23,55.21,0.08,0.98
6785,"PERKINS, OK",0.23,3.0,0.01,0.01
6786,"PARMA, ID",0.23,20.87,0.044,0.21
6787,"MISSION, KS",0.23,26.41,0.024,0.14
6788,"PATTERSON, LA",0.23,10.44,0.044,0.11
6789,"MIDLAND PARK, NJ",0.23,33.39,0.016,0.12
6790,"MARSHALLTOWN, IA",0.23,6.86,0.031,0.05
6791,"MARCELLUS, NY",0.23,2.28,0.054,0.03
6792,"PATTERSON, NY",0.23,2.23,0.098,0.05
6793,"NORTH JACKSON, OH",0.23,71.74,0.074,1.21
6794,"PARKER CITY, IN",0.23,0.63,0.072,0.01
6795,"OSCEOLA, IN",0.23,2.14,0.01,0.01
6796,"LYNDON, IL",0.23,6.73,0.033,0.05
6797,"PROPHETSTOWN, IL",0.23,4.29,0.017,0.02
6798,"NUNICA, MI",0.23,0.46,0.08,0.01
6799,"MORROW, OH",0.23,11.14,0.018,0.04
6800,"PIEDMONT, OK",0.23,3.15,0.021,0.02
6801,"NIANTIC, IL",0.23,1.28,0.04,0.01
6802,"NUNN, CO",0.23,3.83,0.025,0.02
6803,"PALMYRA, MO",0.23,42.51,0.062,0.59
6804,"MANCELONA, MI",0.23,4.72,0.129,0.14
6805,"MAYFIELD, OH",0.23,3.03,0.037,0.03
6806,"MARSHVILLE, NC",0.23,4.26,0.073,0.07
6807,"MAIDEN, NC",0.23,9.18,0.03,0.06
6808,"PIKE ROAD, AL",0.23,6.42,0.022,0.03
6809,"PRESTON, CT",0.23,19.69,0.07,0.31
6810,"PAUL, ID",0.23,5.99,0.076,0.1
6811,"MARLBOROUGH, NH",0.23,11.54,0.03,0.08
6812,"NAPOLEONVILLE, LA",0.23,0.47,0.117,0.01
6813,"MORRIS TOWNSHIP, NJ",0.23,15.22,0.047,0.16
6814,"PILOT MOUNTAIN, NC",0.23,3.49,0.163,0.13
6815,"PURDY, MO",0.23,2.33,0.05,0.03
6816,"MARSING, ID",0.23,8.13,0.017,0.03
6817,"QUINTON, VA",0.23,11.3,0.041,0.1
6818,"PINCKNEYVILLE, IL",0.23,0.73,0.137,0.02
6819,"RAMONA, OK",0.23,5.62,0.097,0.12
6820,"OAK CREEK, CO",0.23,11.17,0.027,0.07
6821,"MELVINDALE, MI",0.23,10.75,0.029,0.07
6822,"PINE BUSH, NY",0.23,3.12,0.028,0.02
6823,"PALMETTO BAY, FL",0.23,53.09,0.014,0.17
6824,"MOHEGAN LAKE, NY",0.23,2.14,0.074,0.04
6825,"MOUNT MORRIS TOWNSHIP, MI",0.23,19.54,0.027,0.12
6826,"LODI, OH",0.23,7.17,0.032,0.05
6827,"PORUM, OK",0.23,2.53,0.045,0.03
6828,"PINE HILL, NY",0.23,15.08,0.017,0.06
6829,"LUCASVILLE, OH",0.23,35.65,0.043,0.35
6830,"MOHNTON, PA",0.23,0.8,0.063,0.01
6831,"MELBA, ID",0.23,4.59,0.035,0.04
6832,"PINE LAKE, GA",0.23,14.24,0.03,0.1
6833,"PRAIRIE DU SAC, WI",0.23,1.95,0.04,0.02
6834,"MOUNT WOLF, PA",0.23,2.45,0.121,0.07
6835,"OSCODA TOWNSHIP, MI",0.23,5.9,0.04,0.05
6836,"PINE RIDGE, FL",0.23,3.11,0.025,0.02
6837,"OSSIAN, IN",0.23,5.41,0.029,0.04
6838,"MOUNT ZION, IL",0.23,5.94,0.033,0.04
6839,"PRINCETON, IL",0.23,1.3,0.056,0.02
6840,"NARROWS, VA",0.23,2.06,0.06,0.03
6841,"PRINCEVILLE, IL",0.23,5.31,0.026,0.03
6842,"MILTON, NH",0.23,15.13,0.076,0.26
6843,"PARSONS, KS",0.23,54.18,0.036,0.45
6844,"NORWOOD, NY",0.23,6.25,0.029,0.04
6845,"OXFORD, IA",0.23,19.16,0.072,0.31
6846,"LITTLE FALLS, NY",0.23,11.02,0.02,0.05
6847,"MILAN, OH",0.23,6.31,0.132,0.19
6848,"PINEDALE, WY",0.23,10.72,0.055,0.13
6849,"PARSONS, TN",0.23,12.38,0.046,0.13
6850,"OAK HILL, OH",0.23,5.94,0.018,0.02
6851,"QUINCY, FL",0.23,8.65,0.056,0.11
6852,"PHILMONT, NY",0.23,6.31,0.026,0.04
6853,"PAGE, , ND",0.23,5.44,0.025,0.03
6854,"OAK ISLAND, NC",0.23,4.87,0.072,0.08
6855,"PERRY, OK",0.23,16.01,0.014,0.05
6856,"MOUNTAIN HOME, ID",0.23,19.68,0.057,0.25
6857,"LOCUST GROVE, VA",0.23,3.15,0.064,0.05
6858,"MARTHASVILLE, MO",0.23,26.02,0.021,0.13
6859,"LOGAN, IA",0.23,1.85,0.092,0.04
6860,"LYNDON, KS",0.23,16.31,0.026,0.1
6861,"NINETY SIX, SC",0.23,4.5,0.047,0.05
6862,"MARTIN, TN",0.23,9.43,0.013,0.03
6863,"RAVENSWOOD, WV",0.23,6.35,0.039,0.06
6864,"OAK RIDGE, NC",0.23,0.85,0.048,0.01
6865,"NOBLE, OK",0.23,28.45,0.049,0.32
6866,"NATCHITOCHES, LA",0.23,9.72,0.022,0.05
6867,"NORTH HANOVER TOWNSHIP, NJ",0.23,5.89,0.033,0.04
6868,"MONDOVI, WI",0.23,3.51,0.01,0.01
6869,"NORTH BLOOMFIELD, OH",0.23,3.29,0.028,0.02
6870,"LOUISVILLE, IL",0.23,12.02,0.027,0.07
6871,"MONTROSE, VA",0.23,14.68,0.041,0.14
6872,"NATRONA HEIGHTS, PA",0.23,8.34,0.052,0.1
6873,"ORIENT, NY",0.23,2.74,0.02,0.01
6874,"OAKFIELD, NY",0.23,4.46,0.072,0.07
6875,"MADISON, FL",0.23,0.81,0.071,0.01
6876,"MERCER, PA",0.23,1.3,0.062,0.02
6877,"MIDDLETON, ID",0.23,6.94,0.123,0.19
6878,"OAKLAND CHARTER TOWNSHIP, MI",0.23,21.04,0.053,0.25
6879,"MUNCY, PA",0.23,2.33,0.065,0.03
6880,"PAXINOS, PA",0.23,7.52,0.038,0.07
6881,"NEW SPRINGFIELD, OH",0.23,9.28,0.018,0.04
6882,"MERCERSBURG, PA",0.23,6.07,0.02,0.03
6883,"POYNETTE, WI",0.23,17.55,0.031,0.12
6884,"MONMOUTH, IL",0.23,3.73,0.051,0.04
6885,"OSAGE, IA",0.23,17.21,0.017,0.07
6886,"PAYETTE, ID",0.23,8.21,0.012,0.02
6887,"MCCALL, ID",0.23,32.3,0.01,0.07
6888,"NORWOOD, OH",0.23,6.08,0.027,0.04
6889,"PRESCOTT, WI",0.23,11.97,0.044,0.12
6890,"NEBO, NC",0.23,26.8,0.023,0.14
6891,"OSPREY, FL",0.23,5.96,0.037,0.05
6892,"NECEDAH, WI",0.23,5.59,0.023,0.03
6893,"OSSIPEE, NH",0.23,1.71,0.035,0.01
6894,"MOUNT PLEASANT, NC",0.23,3.64,0.07,0.06
6895,"MILLINGTON, MI",0.23,8.47,0.035,0.07
6896,"PITTSFIELD, IL",0.23,1.32,0.105,0.03
6897,"MCCONNELSVILLE, OH",0.23,23.61,0.015,0.08
6898,"LONG BEACH TOWNSHIP, NJ",0.23,3.63,0.034,0.03
6899,"LUCK, WI",0.23,0.88,0.074,0.01
6900,"OAKMONT, PA",0.23,28.21,0.081,0.52
6901,"MINONK, IL",0.23,1.32,0.151,0.05
6902,"NORTH NAPLES, FL",0.23,9.71,0.023,0.05
6903,"OWEGO, NY",0.23,2.84,0.019,0.01
6904,"OAKTOWN, IN",0.23,60.14,0.006,0.08
6905,"OWINGSVILLE, KY",0.23,16.37,0.038,0.14
6906,"OAKVILLE, MO",0.23,3.7,0.034,0.03
6907,"MINOR HILL, TN",0.23,62.02,0.054,0.76
6908,"PITTSVILLE, WI",0.23,2.66,0.068,0.04
6909,"PUKALANI, HI",0.23,3.88,0.087,0.08
6910,"MARION, VA",0.23,13.7,0.036,0.11
6911,"MELFA, VA",0.23,5.24,0.049,0.06
6912,"NEDROW, NY",0.23,4.0,0.032,0.03
6913,"MORRISVILLE, PA",0.23,15.64,0.039,0.14
6914,"LIVONIA, NY",0.23,29.37,0.03,0.2
6915,"NEWPORT, PA",0.23,6.54,0.059,0.09
6916,"MONONGAHELA, PA",0.23,10.3,0.027,0.06
6917,"MCKEE, KY",0.23,29.38,0.032,0.22
6918,"MECHANICSBURG, OH",0.23,3.07,0.036,0.03
6919,"MALVERNE, NY",0.23,24.25,0.056,0.31
6920,"LUVERNE, AL",0.23,60.11,0.034,0.46
6921,"NEWTON GROVE, NC",0.23,1.49,0.091,0.03
6922,"NEILLSVILLE, WI",0.23,8.48,0.053,0.1
6923,"MINTURN, CO",0.23,12.29,0.007,0.02
6924,"OCEAN PARK, WA",0.23,6.34,0.019,0.03
6925,"RADCLIFF, KY",0.23,8.53,0.011,0.02
6926,"LIZELLA, GA",0.23,3.74,0.045,0.04
6927,"RAINELLE, WV",0.23,14.11,0.112,0.36
6928,"NELLYSFORD, VA",0.23,3.32,0.045,0.03
6929,"MILFORD, IA",0.23,1.8,0.058,0.02
6930,"LYNNVILLE, IA",0.23,58.91,0.016,0.22
6931,"RAMSEY, IN",0.23,3.99,0.043,0.04
6932,"MEDICINE LODGE, KS",0.23,1.19,0.079,0.02
6933,"MOUNDS, OK",0.23,0.87,0.113,0.02
6934,"NORTH BELLE VERNON, PA",0.23,5.81,0.11,0.15
6935,"MARGATE, FL",0.23,26.17,0.048,0.29
6936,"LOCK HAVEN, PA",0.23,15.6,0.079,0.28
6937,"MILL HALL, PA",0.23,3.09,0.047,0.03
6938,"NESS CITY, KS",0.23,0.59,0.13,0.02
6939,"PETERSBURG, TN",0.23,13.41,0.034,0.1
6940,"PLAINWELL, MI",0.23,13.21,0.043,0.13
6941,"PALM VALLEY, FL",0.23,7.31,0.022,0.04
6942,"OCILLA, GA",0.23,6.89,0.02,0.03
6943,"MYERSTOWN, PA",0.23,11.42,0.009,0.02
6944,"PLANO, IL",0.23,4.54,0.064,0.07
6945,"MARIETTA, PA",0.23,9.7,0.014,0.03
6946,"LOCKBOURNE, OH",0.23,25.58,0.076,0.44
6947,"PFAFFTOWN, NC",0.23,13.0,0.058,0.17
6948,"MILLTOWN, NJ",0.23,19.08,0.012,0.05
6949,"PALMYRA, IN",0.23,13.33,0.006,0.02
6950,"NEVADA, MO",0.23,4.4,0.019,0.02
6951,"MILLEN, GA",0.23,26.38,0.058,0.34
6952,"MERRILL, MI",0.23,31.77,0.04,0.29
6953,"MEADOW WOODS, FL",0.23,15.21,0.02,0.07
6954,"MERRILL, WI",0.23,26.17,0.025,0.15
6955,"MENDHAM, NJ",0.23,10.88,0.031,0.08
6956,"LYONS, IL",0.23,1.79,0.064,0.03
6957,"MILLERSPORT, OH",0.23,31.25,0.036,0.25
6958,"PLATTEVILLE, CO",0.23,21.59,0.056,0.28
6959,"OREGON, OH",0.23,6.12,0.028,0.04
6960,"PLATTEVILLE, WI",0.23,2.81,0.024,0.02
6961,"LUCAMA, NC",0.23,9.57,0.048,0.1
6962,"O'FALLON, IL",0.23,22.43,0.026,0.13
6963,"POSEN, IL",0.23,13.77,0.057,0.18
6964,"MASCOT, TN",0.23,21.04,0.008,0.04
6965,"PENN YAN, NY",0.23,14.61,0.028,0.09
6966,"PEARSON, GA",0.23,2.14,0.02,0.01
6967,"NEW MILFORD, PA",0.23,2.02,0.075,0.03
6968,"NEW BERLIN, PA",0.23,2.96,0.007,0.0
6969,"NEW PALESTINE, IN",0.23,20.46,0.023,0.11
6970,"MASCOUTAH, IL",0.23,3.86,0.037,0.03
6971,"MAYSVILLE, KY",0.23,8.01,0.028,0.05
6972,"PLEASANT HILLS, PA",0.23,9.75,0.01,0.02
6973,"MAYVILLE, NY",0.23,61.2,0.063,0.87
6974,"PLEASANT HOPE, MO",0.23,4.97,0.057,0.06
6975,"MADISON, IN",0.23,15.44,0.015,0.05
6976,"PLEASANT PLAINS, IL",0.23,9.72,0.032,0.07
6977,"MUNDELEIN, IL",0.23,5.96,0.026,0.03
6978,"LYONS, NY",0.23,23.12,0.034,0.18
6979,"MAPLE CITY, MI",0.23,14.17,0.039,0.12
6980,"PLEASANT VIEW, TN",0.23,2.74,0.04,0.02
6981,"NEW STRAITSVILLE, OH",0.23,17.69,0.053,0.21
6982,"OILTON, OK",0.23,2.4,0.046,0.02
6983,"MCBAIN, MI",0.23,12.61,0.028,0.08
6984,"LOCKHART, FL",0.23,9.63,0.033,0.07
6985,"PRAGUE, OK",0.23,6.93,0.096,0.15
6986,"OKAHUMPKA, FL",0.23,38.56,0.025,0.22
6987,"NORTH WILKESBORO, NC",0.23,7.87,0.02,0.04
6988,"OKANOGAN, WA",0.23,16.84,0.032,0.12
6989,"MOOSIC, PA",0.23,10.54,0.09,0.22
6990,"MOUNTAIN VIEW, MO",0.23,4.2,0.053,0.05
6991,"PRATT, KS",0.23,5.35,0.035,0.04
6992,"PLYMOUTH CHARTER TOWNSHIP, MI",0.23,3.08,0.034,0.02
6993,"OSCEOLA, WI",0.23,3.63,0.035,0.03
6994,"NEW BREMEN, OH",0.23,1.6,0.059,0.02
6995,"MINNEWAUKAN, , ND",0.23,2.81,0.016,0.01
6996,"MEADOWVIEW, VA",0.23,2.56,0.067,0.04
6997,"MORAVIA, NY",0.23,3.04,0.052,0.04
6998,"PLYMOUTH, IN",0.23,24.2,0.024,0.13
6999,"MOREHEAD CITY, NC",0.23,6.6,0.029,0.04
